title,director_name,duration,gross,num_voted_users,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_fb_likes
Resident Evil: Retribution,Paul W.S. Anderson,96,42345531,104831,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,423,65000000,2012,5.4,2.35,32000
Death Race,Paul W.S. Anderson,111,36064910,166610,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,211,45000000,2008,6.4,2.35,0
The Long Kiss Goodnight,Renny Harlin,121,33328051,60508,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,285,65000000,1996,6.7,2.35,4000
Proof of Life,Taylor Hackford,135,32598931,49300,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,265,65000000,2000,6.2,2.35,892
Zathura: A Space Adventure,Jon Favreau,101,28045540,67707,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,202,65000000,2005,6.1,1.85,0
Fight Club,David Fincher,151,37023395,1347461,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,2968,63000000,1999,8.8,2.35,48000
We Are Marshall,McG,131,43532294,46951,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,175,65000000,2006,7.1,2.35,0
The Missing,,60,,8739,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1,28,,,8.1,,0
Hudson Hawk,Michael Lehmann,100,17218080,43376,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,249,70000000,1991,5.7,1.85,0
Lucky Numbers,Nora Ephron,105,10014234,8560,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,69,65000000,2000,5,1.85,177
"I, Frankenstein",Stuart Beattie,92,19059018,65709,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,194,65000000,2014,5.1,2.35,15000
Oliver Twist,Roman Polanski,130,1987287,25474,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,138,50000000,2005,6.9,2.35,0
Elektra,Rob Bowman,100,24407944,71202,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,380,43000000,2005,4.8,2.35,0
Sin City: A Dame to Kill For,Frank Miller,102,13750556,111102,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,239,65000000,2014,6.5,1.85,32000
Random Hearts,Sydney Pollack,133,31054924,17025,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,290,64000000,1999,5.1,1.85,295
Everest,Baltasar Kormákur,121,43247140,134625,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,265,55000000,2015,7.1,2.35,40000
Perfume: The Story of a Murderer,Tom Tykwer,147,2208939,190490,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,482,50000000,2006,7.5,2.35,26000
Austin Powers in Goldmember,Jay Roach,94,213079163,162909,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,795,63000000,2002,6.2,2.35,0
Astro Boy,David Bowers,94,19548064,25681,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,77,65000000,2009,6.3,2.35,0
Jurassic Park,Steven Spielberg,127,356784000,613473,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,895,63000000,1993,8.1,1.85,19000
Wyatt Earp,Lawrence Kasdan,212,25052000,35314,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,145,63000000,1994,6.6,2.35,0
Clear and Present Danger,Phillip Noyce,141,122012710,69663,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,133,62000000,1994,6.9,2.35,0
Dragon Blade,Daniel Lee,103,72413,11584,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,86,65000000,2015,6.1,2.35,0
Littleman,Keenen Ivory Wayans,98,58255287,39471,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,187,64000000,2006,4.3,1.85,0
U-571,Jonathan Mostow,116,77086030,65297,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,602,62000000,2000,6.6,2.35,0
The American President,Rob Reiner,114,65000000,43027,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,214,62000000,1995,6.8,2.35,0
The Love Guru,Marco Schnabel,87,32178777,43300,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,250,62000000,2008,3.8,2.35,0
3000 Miles to Graceland,Demian Lichtenstein,125,15738632,38076,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,399,42000000,2001,5.9,2.35,0
The Hateful Eight,Quentin Tarantino,187,54116191,272839,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,1018,44000000,2015,7.9,2.76,114000
Blades of Glory,Josh Gordon,93,118153533,129995,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,246,61000000,2007,6.3,1.85,0
Hop,Tim Hill,95,108012170,24089,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82,63000000,2011,5.5,1.85,0
300,Zack Snyder,117,210592590,607235,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,2073,65000000,2006,7.7,2.35,13000
Meet the Fockers,Jay Roach,106,279167575,211296,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,428,80000000,2004,6.3,1.85,0
Marley & Me,David Frankel,115,143151473,116681,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,320,60000000,2008,7.1,2.35,11000
The Green Mile,Frank Darabont,189,136801374,782610,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,1377,60000000,1999,8.5,1.85,30000
Wild Hogs,Walt Becker,100,168213584,99989,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1,255,,2007,5.9,2.35,0
Chicken Little,Mark Dindal,81,135381507,63912,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,251,150000000,2005,5.8,1.85,912
Gone Girl,David Fincher,149,167735396,569841,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,1127,61000000,2014,8.1,2.35,146000
The Bourne Identity,Doug Liman,119,121468960,407601,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,849,60000000,2002,7.9,2.35,0
GoldenEye,Martin Campbell,130,106635996,199025,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,416,58000000,1995,7.2,2.35,0
The General's Daughter,Simon West,116,102678089,42705,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,274,95000000,1999,6.3,2.35,885
The Truman Show,Peter Weir,103,125603360,667983,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,877,60000000,1998,8.1,1.85,18000
The Prince of Egypt,Brenda Chapman,99,101217900,91093,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,353,70000000,1998,7,1.85,0
Daddy Day Care,Steve Carr,92,104148781,49486,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,116,60000000,2003,5.5,1.85,886
2 Guns,Baltasar Kormákur,109,75573300,156898,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,172,61000000,2013,6.7,2.35,22000
Cats & Dogs,Lawrence Guterman,87,93375151,46031,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,235,60000000,2001,5.2,1.85,0
The Italian Job,F. Gary Gray,111,106126012,285623,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,497,60000000,2003,7,2.35,0
Two Weeks Notice,Marc Lawrence,101,93307796,85673,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,269,60000000,2002,6.1,1.85,0
Antz,Eric Darnell,83,90646554,124641,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,289,105000000,1998,6.6,1.85,0
Couples Retreat,Peter Billingsley,113,109176215,83506,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,144,60000000,2009,5.5,1.85,0
Days of Thunder,Tony Scott,107,82670733,60476,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,97,60000000,1990,5.9,2.35,0
Cheaper by the Dozen 2,Adam Shankman,94,82569532,42737,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,128,60000000,2005,5.4,2.35,781
The Scorch Trials,Wes Ball,132,81687587,138246,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,360,61000000,2015,6.4,2.35,24000
Eat Pray Love,Ryan Murphy,140,80574010,63493,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,302,60000000,2010,5.7,1.85,26000
The Family Man,Brett Ratner,125,75764085,85844,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,322,60000000,2000,6.7,2.35,0
RED,Robert Schwentke,111,90356857,238916,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,328,58000000,2010,7.1,2.35,32000
Any Given Sunday,Oliver Stone,156,75530832,97047,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,452,55000000,1999,6.8,2.35,0
The Horse Whisperer,Robert Redford,170,75370763,32353,http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1,263,60000000,1998,6.5,1.85,0
Collateral,Michael Mann,120,100003492,293662,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,836,65000000,2004,7.6,2.35,0
The Scorpion King,Chuck Russell,100,90341670,102129,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,432,60000000,2002,5.5,2.35,0
Ladder 49,Jay Russell,115,74540762,48753,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,323,55000000,2004,6.5,1.85,0
Jack Reacher,Christopher McQuarrie,130,80033643,226570,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448,60000000,2012,7,2.35,38000
Deep Blue Sea,Renny Harlin,105,73648142,99043,http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1,643,60000000,1999,5.8,2.35,0
This Is It,Kenny Ortega,111,71844424,33158,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,223,60000000,2009,7.3,1.78,0
Contagion,Steven Soderbergh,106,75638743,180479,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,411,60000000,2011,6.6,1.85,42000
Kangaroo Jack,David McNally,89,66734992,23476,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,181,60000000,2003,4.4,2.35,858
Coraline,Henry Selick,100,75280058,143121,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,279,60000000,2009,7.7,1.85,10000
The Happening,M. Night Shyamalan,91,64505912,163130,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,1264,48000000,2008,5,1.85,6000
Man on Fire,Tony Scott,146,77862546,266310,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,690,70000000,2004,7.7,2.35,14000
The Shaggy Dog,Brian Robbins,98,61112916,14888,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,83,50000000,2006,4.4,2.35,747
Starsky & Hutch,Todd Phillips,101,88200225,120795,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,308,60000000,2004,6.1,2.35,0
Jingle All the Way,Brian Levant,94,60573641,68406,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,162,60000000,1996,5.4,1.85,0
Hellboy,Guillermo del Toro,132,59035104,244566,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,597,66000000,2004,6.8,1.85,0
A Civil Action,Steven Zaillian,115,56702901,23302,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,181,60000000,1998,6.5,2.35,1000
ParaNorman,Chris Butler,92,55994557,72287,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,176,60000000,2012,7,2.35,12000
The Jackal,Michael Caton-Jones,124,54910560,88225,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,227,60000000,1997,6.3,2.35,0
Paycheck,John Woo,119,53789313,89816,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,347,60000000,2003,6.3,2.35,0
Up Close & Personal,Jon Avnet,124,51045801,11370,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,54,60000000,1996,6.1,1.85,829
The Tale of Despereaux,Sam Fell,93,50818750,31209,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,106,60000000,2008,6.1,2.35,0
Rules of Engagement,,22,,26404,http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1,41,,,7.3,1.78,0
The Tuxedo,Kevin Donovan,98,50189179,61966,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,207,60000000,2002,5.3,1.85,797
Under Siege 2: Dark Territory,Geoff Murphy,92,50024083,35918,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,126,60000000,1995,5.4,1.85,1000
Jack Ryan: Shadow Recruit,Kenneth Branagh,105,50549107,99035,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,289,60000000,2014,6.2,2.35,17000
Joy,David O. Russell,124,56443482,75329,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,256,60000000,2015,6.6,1.85,24000
London Has Fallen,Babak Najafi,99,62401264,69484,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,323,60000000,2016,5.9,2.35,28000
Alien: Resurrection,Jean-Pierre Jeunet,116,47748610,170179,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,656,75000000,1997,6.3,2.35,0
Shooter,Antoine Fuqua,124,46975183,256213,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,338,61000000,2007,7.2,2.35,0
The Boxtrolls,Graham Annable,96,50807639,40883,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,122,60000000,2014,6.8,1.85,11000
Practical Magic,Griffin Dunne,104,46611204,55749,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,257,48000000,1998,6.1,2.35,0
The Lego Movie,Phil Lord,100,257756197,246698,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,471,60000000,2014,7.8,2.35,64000
Miss Congeniality 2: Armed and Fabulous,John Pasquin,115,48472213,51252,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,156,45000000,2005,5,2.35,621
Reign of Fire,Rob Bowman,101,43060566,107859,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,569,60000000,2002,6.2,2.35,0
Gangster Squad,Ruben Fleischer,113,45996718,173530,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,264,60000000,2013,6.7,2.35,40000
Year One,Harold Ramis,100,43337279,76770,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,203,60000000,2009,4.9,1.85,0
Invictus,Clint Eastwood,134,37479778,124222,http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1,259,60000000,2009,7.4,2.35,23000
State of Play,Kevin Macdonald,127,36965395,113295,http://www.imdb.com/title/tt0473705/?ref_=fn_tt_tt_1,235,,2009,7.1,2.35,0
Duplicity,Tony Gilroy,125,40559930,41727,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,184,60000000,2009,6.2,2.35,0
My Favorite Martian,Donald Petrie,94,36830057,10883,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,73,65000000,1999,4.9,1.85,448
The Sentinel,Clark Johnson,107,36279230,42144,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,213,60000000,2006,6.1,2.35,690
Planet 51,Jorge Blanco,91,42194060,41259,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,72,70000000,2009,6.1,2.35,0
Star Trek: Nemesis,Stuart Baird,116,43119879,58450,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1,842,60000000,2002,6.4,2.35,0
Intolerable Cruelty,Joel Coen,100,35096190,76560,http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1,322,60000000,2003,6.3,1.85,0
Trouble with the Curve,Robert Lorenz,111,35754555,47954,http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1,150,,2012,6.8,2.35,11000
Edge of Darkness,Martin Campbell,117,43290977,75201,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,256,80000000,2010,6.6,2.35,0
The Relic,Peter Hyams,110,33927476,19176,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,165,40000000,1997,5.7,2.35,956
Analyze That,Harold Ramis,96,32122249,69319,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,138,60000000,2002,5.9,1.85,846
Righteous Kill,Jon Avnet,101,40076438,73368,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,248,60000000,2008,6,2.35,0
Mercury Rising,Harold Becker,111,32940507,54314,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127,60000000,1998,6.1,2.35,0
The Soloist,Joe Wright,117,31670931,44099,http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1,143,60000000,2009,6.7,2.35,0
The Legend of Bagger Vance,Robert Redford,126,30695227,45296,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,267,60000000,2000,6.7,1.85,0
Almost Famous,Cameron Crowe,152,32522352,207287,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,822,60000000,2000,7.9,1.85,15000
Garfield 2,Tim Hill,86,28424210,27517,http://www.imdb.com/title/tt0455499/?ref_=fn_tt_tt_1,74,,2006,5,1.85,470
xXx: State of the Union,Lee Tamahori,101,26082914,51349,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1,213,87000000,2005,4.3,2.35,0
Priest,Scott Stewart,87,29136626,97089,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,233,60000000,2011,5.7,2.35,20000
Sinbad: Legend of the Seven Seas,Patrick Gilmore,85,26288320,36144,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,91,60000000,2003,6.7,1.66,880
Event Horizon,Paul W.S. Anderson,130,26616590,120416,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,857,60000000,1997,6.7,2.35,10000
The Avengers,Joss Whedon,173,623279547,995415,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1722,220000000,2012,8.1,1.85,123000
Dragonfly,Tom Shadyac,104,30063805,31788,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1,243,60000000,2002,6.1,2.35,0
The Black Dahlia,Brian De Palma,121,22518325,63363,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,644,50000000,2006,5.6,2.35,0
Flyboys,Tony Bill,140,13082288,35565,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,247,60000000,2006,6.6,2.35,2000
The Last Castle,Rod Lurie,131,18208078,57100,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,281,60000000,2001,6.9,2.35,0
Supernova,Walter Hill,91,14218868,14596,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,282,65000000,2000,4.8,2.35,589
Winter's Tale,Akiva Goldsman,118,22451,41288,http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,126,60000000,2014,6.2,2.35,17000
The Mortal Instruments: City of Bones,Harald Zwart,130,31165421,107028,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,457,60000000,2013,6,2.35,44000
Meet Dave,Brian Robbins,90,11802056,31640,http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1,109,60000000,2008,4.9,1.85,791
Dark Water,Walter Salles,103,25472967,44966,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,411,30000000,2005,5.6,2.35,0
Edtv,Ron Howard,122,22362500,35599,http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1,195,55000000,1999,6.1,1.85,641
Inkheart,Iain Softley,106,17281832,60232,http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1,110,60000000,2008,6.1,2.35,0
The Spirit,Frank Miller,103,19781879,53864,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,290,60000000,2008,4.8,2.35,2000
Mortdecai,David Koepp,107,7605668,47320,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,188,60000000,2015,5.5,2.35,12000
In the Name of the King: A Dungeon Siege Tale,Uwe Boll,156,4535117,38398,http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1,368,60000000,2007,3.8,2.35,0
Beyond Borders,Martin Campbell,127,4426297,22570,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,156,35000000,2003,6.5,2.35,0
Xi you ji zhi: Sun Wukong san da Baigu Jing,Pou-Soi Cheang,119,,1212,http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1,9,68005000,2016,6,2.35,426
The Great Raid,John Dahl,132,10166502,18209,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,183,80000000,2005,6.7,2.35,0
Deadpool,Tim Miller,108,363024263,479047,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,1058,58000000,2016,8.1,2.35,117000
Holy Man,Stephen Herek,114,12065985,16260,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,88,60000000,1998,4.9,2.35,296
American Sniper,Clint Eastwood,133,350123553,325264,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,916,58800000,2014,7.3,2.35,112000
Goosebumps,Rob Letterman,103,80021740,47968,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,58000000,2015,6.4,2.35,35000
"Sabrina, the Teenage Witch",,22,,24420,http://www.imdb.com/title/tt0115341/?ref_=fn_tt_tt_1,94,3000000,,6.6,1.33,990
Just Like Heaven,Mark Waters,95,48291624,82819,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,263,58000000,2005,6.7,1.85,0
The Flintstones in Viva Rock Vegas,Brian Levant,90,35231365,15517,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,85,60000000,2000,3.6,1.85,500
Rambo III,Peter MacDonald,87,53715611,92106,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,171,63000000,1988,5.7,2.35,2000
Leatherheads,George Clooney,114,31199215,27664,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,120,58000000,2008,6,1.85,472
The Ridiculous 6,Frank Coraci,119,,27019,http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1,143,,2015,4.9,2.35,0
Did You Hear About the Morgans?,Marc Lawrence,103,29580087,29523,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,121,58000000,2009,4.7,2.35,0
The Internship,Shawn Levy,125,44665963,159931,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,281,58000000,2013,6.3,2.35,22000
Resident Evil: Afterlife,Paul W.S. Anderson,97,60128566,131447,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,410,60000000,2010,5.9,2.35,19000
Red Tails,Anthony Hemingway,125,49875589,28807,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,273,58000000,2012,5.9,2.35,0
Sex and the City,,30,,80025,http://www.imdb.com/title/tt0159206/?ref_=fn_tt_tt_1,238,,,7,1.33,0
The Devil's Advocate,Taylor Hackford,136,60984028,259519,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,431,57000000,1997,7.5,2.35,11000
That's My Boy,Sean Anders,116,36931089,70681,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,198,70000000,2012,5.6,2.35,12000
DragonHeart,Rob Cohen,103,51317350,78343,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,139,57000000,1996,6.4,2.35,0
After the Sunset,Brett Ratner,97,28328132,38298,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,147,58000000,2004,6.3,2.35,782
Ghost Rider: Spirit of Vengeance,Mark Neveldine,96,51774002,87745,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,331,57000000,2011,4.3,2.35,18000
Captain Corelli's Mandolin,John Madden,131,25528495,28099,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,220,57000000,2001,5.9,2.35,0
Anger Management,,22,,26992,http://www.imdb.com/title/tt1986770/?ref_=fn_tt_tt_1,54,,,6.7,16,0
The Pacifier,Adam Shankman,95,113006880,66308,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,225,56000000,2005,5.5,2.35,0
Walking Tall,Kevin Bray,86,45860039,53118,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,221,56000000,2004,6.2,2.35,0
Forrest Gump,Robert Zemeckis,142,329691196,1251222,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1,1398,55000000,1994,8.8,2.35,59000
Alvin and the Chipmunks,Tim Hill,92,217326336,57276,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,146,60000000,2007,5.2,1.85,0
Meet the Parents,Jay Roach,108,166225040,260442,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,507,55000000,2000,7,1.85,0
Pocahontas,Mike Gabriel,84,141600000,119675,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,216,55000000,1995,6.6,1.78,0
Superman,Richard Donner,188,134218018,126357,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,497,55000000,1978,7.3,2.35,0
The Nutty Professor,Tom Shadyac,95,128769345,86556,http://www.imdb.com/title/tt0117218/?ref_=fn_tt_tt_1,99,54000000,1996,5.6,1.85,960
Hitch,Andy Tennant,118,177575142,244840,http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,372,70000000,2005,6.6,2.35,0
George of the Jungle,Sam Weisman,92,105263257,56168,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,103,55000000,1997,5.4,1.85,5000
American Wedding,Jesse Dylan,74,104354205,162331,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,332,55000000,2003,6.3,2.35,0
Captain Phillips,Paul Greengrass,134,107100855,323353,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,527,55000000,2013,7.9,2.35,65000
Date Night,Shawn Levy,101,98711404,127571,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,207,55000000,2010,6.3,2.35,0
Casper,Brad Silberling,100,100328194,85903,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,92,50000000,1995,6,1.85,0
The Equalizer,Antoine Fuqua,132,101530738,229574,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,436,55000000,2014,7.2,2.35,56000
Maid in Manhattan,Wayne Wang,105,93815117,68417,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,242,55000000,2002,5.1,2.35,0
Crimson Tide,Tony Scott,123,91400000,81026,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,194,53000000,1995,7.3,2.35,0
The Pursuit of Happyness,Gabriele Muccino,117,162586036,338383,http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1,611,55000000,2006,8,2.35,32000
Flightplan,Robert Schwentke,98,89706988,126746,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,600,55000000,2005,6.2,2.35,0
Disclosure,Barry Levinson,128,83000000,36587,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,95,55000000,1994,6,2.35,0
City of Angels,Brad Silberling,114,78745923,94407,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,322,55000000,1998,6.7,2.35,0
Kill Bill: Vol. 1,Quentin Tarantino,111,70098138,735784,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,2105,30000000,2003,8.1,2.35,13000
